id,CustomerNumber,item_id,description,quantity_used,delivery_frequency,delivery_day,billing_type,billing_frequency,customer_price,unit_price,billing_percentage,auto_soil_count,last_delivery_date
301,170808,76080406,MAT-NY/RB-OX GRY-4X6,4,Weekly,2,,Monthly,,,,,
302,245985,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,2,,Monthly,,,,,
303,257330,76080406,MAT-NY/RB-OX GRY-4X6,2,Weekly,2,,Monthly,,,,,
304,291130,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,2,,Monthly,,,,,
305,291130,80580001,R3 ECO REFL MANGO EA,1,Weekly,2,,Monthly,,,,,
306,291132,80580001,R3 ECO REFL MANGO EA,1,Weekly,2,,Monthly,,,,,
307,291130,86940305,Mat-Kleen-Scrape-3x5,3,Weekly,2,,Monthly,,,,,
308,291135,86940305,Mat-Kleen-Scrape-3x5,1,Weekly,2,,Monthly,,,,,
309,291128,86990305,Mat-Comfort-Flow-Blk,1,Weekly,2,,Monthly,,,,,
310,300828,87392024,MOP-WET-TUBE-MF-GR-M,5,Weekly,2,,Monthly,,,,,
311,276959,87399023,MOP-WET-TUBE-MF-BL-L,4,Weekly,2,,Monthly,,,,,
312,291130,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,2,,Monthly,,,,,
313,291132,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,2,,Monthly,,,,,
314,244613,87399025,MOP-WET-TUBE-MF-GR-L,25,Weekly,2,,Monthly,,,,,
315,291135,87399025,MOP-WET-TUBE-MF-GR-L,2,Weekly,2,,Monthly,,,,,
316,244613,94020000,BLANKET-BATH,60,Weekly,2,,Monthly,,,,,
317,282117,94020000,BLANKET-BATH,40,Weekly,2,,Monthly,,,,,
318,300828,94030000,Hosp-Blkt-Flnhb-Sand,35,Weekly,2,,Monthly,,,,,
319,262451,94066690,Blanket-Thermal-Wht,5,Weekly,2,,Monthly,,,,,
320,312248,94066690,Blanket-Thermal-Wht,10,Weekly,2,,Monthly,,,,,
321,313248,94066690,Blanket-Thermal-Wht,10,Weekly,2,,Monthly,,,,,
322,244613,94650000,Towel-Surgical      ,50,Weekly,2,,Monthly,,,,,
323,277795,94650000,Towel-Surgical      ,50,Weekly,2,,Monthly,,,,,
324,244613,94740000,Sheet-Draw - Hosp,10,Weekly,2,,Monthly,,,,,
325,300828,94778237,Sht-Knit-Contour-Wh,25,Weekly,2,,Monthly,,,,,
326,244613,94790000,Sheet-Semi Fit Top,25,Weekly,2,,Monthly,,,,,
327,312246,94790000,Sheet-Semi Fit Top,20,Weekly,2,,Monthly,,,,,
328,312248,94790000,Sheet-Semi Fit Top,15,Weekly,2,,Monthly,,,,,
329,244613,94910000,Pad-Incont-Hospital,20,Weekly,2,,Monthly,,,,,
330,244613,95120000,GOWN-IV-PRINT,20,Weekly,2,,Monthly,,,,,
331,262451,95150000,Gown-Patient-Print,10,Weekly,2,,Monthly,,,,,
332,282117,95150000,Gown-Patient-Print,1,Weekly,2,,Monthly,,,,,
333,312246,95150000,Gown-Patient-Print,20,Weekly,2,,Monthly,,,,,
334,312248,95150000,Gown-Patient-Print,10,Weekly,2,,Monthly,,,,,
335,313248,95150000,Gown-Patient-Print,10,Weekly,2,,Monthly,,,,,
336,316484,95150000,Gown-Patient-Print,10,Weekly,2,,Monthly,,,,,
337,282117,95170000,Plus Gown,10,Weekly,2,,Monthly,,,,,
338,313248,95170000,Plus Gown,10,Weekly,2,,Monthly,,,,,
339,287563,1500000,APRON-BIB-SPUN-WHITE,10,Weekly,3,,Monthly,,,,,
340,249712,1640000,APRON-BIB-POLY-BLACK,20,Weekly,3,,Monthly,,,,,
341,270643,1640000,APRON-BIB-POLY-BLACK,20,Weekly,3,,Monthly,,,,,
342,287563,1640000,APRON-BIB-POLY-BLACK,40,Weekly,3,,Monthly,,,,,
343,299322,1640000,APRON-BIB-POLY-BLACK,25,Weekly,3,,Monthly,,,,,
344,305194,1640000,APRON-BIB-POLY-BLACK,15,Weekly,3,,Monthly,,,,,
345,311095,1640000,APRON-BIB-POLY-BLACK,50,Weekly,3,,Monthly,,,,,
346,313738,1640000,APRON-BIB-POLY-BLACK,15,Weekly,3,,Monthly,,,,,
347,315785,1640000,APRON-BIB-POLY-BLACK,11,Weekly,3,,Monthly,,,,,
348,319708,1640000,APRON-BIB-POLY-BLACK,10,Weekly,3,,Monthly,,,,,
349,285666,1820000,Apron-Bib-P-Forstgrn,5,Weekly,3,,Monthly,,,,,
350,249712,11100000,GRILL-PAD,10,Weekly,3,,Monthly,,,,,
351,305194,11100000,GRILL-PAD,15,Weekly,3,,Monthly,,,,,
352,315785,11100000,GRILL-PAD,7,Weekly,3,,Monthly,,,,,
353,249712,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,3,,Monthly,,,,,
354,270643,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,3,,Monthly,,,,,
355,273027,11281619,TOWEL-BARMOP-BLSTR,25,Weekly,3,,Monthly,,,,,
356,285666,11281619,TOWEL-BARMOP-BLSTR,20,Weekly,3,,Monthly,,,,,
357,287563,11281619,TOWEL-BARMOP-BLSTR,250,Weekly,3,,Monthly,,,,,
358,294689,11281619,TOWEL-BARMOP-BLSTR,100,Weekly,3,,Monthly,,,,,
359,299322,11281619,TOWEL-BARMOP-BLSTR,60,Weekly,3,,Monthly,,,,,
360,305194,11281619,TOWEL-BARMOP-BLSTR,60,Weekly,3,,Monthly,,,,,
361,310981,11281619,TOWEL-BARMOP-BLSTR,10,Weekly,3,,Monthly,,,,,
362,311095,11281619,TOWEL-BARMOP-BLSTR,80,Weekly,3,,Monthly,,,,,
363,313738,11281619,TOWEL-BARMOP-BLSTR,125,Weekly,3,,Monthly,,,,,
364,315785,11281619,TOWEL-BARMOP-BLSTR,160,Weekly,3,,Monthly,,,,,
365,257407,11601837,TOWEL-FACE,10,Weekly,3,,Monthly,,,,,
366,315589,11601837,TOWEL-FACE,30,Weekly,3,,Monthly,,,,,
367,322343,11601837,TOWEL-FACE,100,Weekly,3,,Monthly,,,,,
368,311095,11641629,TOWEL-GLASS,150,Weekly,3,,Monthly,,,,,
369,249712,11720000,Towel-Kitchen,50,Weekly,3,,Monthly,,,,,
370,270643,11720000,Towel-Kitchen,40,Weekly,3,,Monthly,,,,,
371,285666,11720000,Towel-Kitchen,20,Weekly,3,,Monthly,,,,,
372,315785,11720000,Towel-Kitchen,25,Weekly,3,,Monthly,,,,,
373,319708,11720000,Towel-Kitchen,40,Weekly,3,,Monthly,,,,,
374,245191,12240000,Towel-Shop-Dyed,100,Weekly,3,,Monthly,,,,,
375,257407,12240000,Towel-Shop-Dyed,20,Weekly,3,,Monthly,,,,,
376,245191,12940000,COVER-FENDER-AUTO,3,Weekly,3,,Monthly,,,,,
377,287563,14200006,TWL-MICRO-GRN-15X25,50,Weekly,3,,Monthly,,,,,
378,245191,21024031,Men Twill Pants 840P,11,Weekly,3,,Monthly,,,,,
379,245191,32949900,SHT- DICKIE SHIRT SS,55,Weekly,3,,Monthly,,,,,
380,292922,40766615,SHEET-SNGL-DC-66X115,15,Weekly,3,,Monthly,,,,,
381,315589,40766615,SHEET-SNGL-DC-66X115,20,Weekly,3,,Monthly,,,,,
382,257407,41082030,BATH MAT-WHITE,20,Weekly,3,,Monthly,,,,,
383,257407,41340000,Towel-Bath-Jumbo,20,Weekly,3,,Monthly,,,,,
384,257407,41820000,WASH CLOTH,10,Weekly,3,,Monthly,,,,,
385,245191,44320000,LAUNDRY BAG-PVC-LG,2,Weekly,3,,Monthly,,,,,
386,273027,56102020,NAPKIN-BLK SPUN POLY,200,Weekly,3,,Monthly,,,,,
387,273027,56105252,CL-CARAVEL-BLK-52X52,50,Weekly,3,,Monthly,,,,,
388,278132,56252020,Napkin-Caravl-Forgrn,400,Weekly,3,,Monthly,,,,,
389,278132,56905252,CL-WHT-SPUN 52X52,40,Weekly,3,,Monthly,,,,,
390,257407,70622400,Dust Mop-24 Untreate,1,Weekly,3,,Monthly,,,,,
391,287563,70622400,Dust Mop-24 Untreate,2,Weekly,3,,Monthly,,,,,
392,315785,70622400,Dust Mop-24 Untreate,1,Weekly,3,,Monthly,,,,,
393,311095,70623600,Dust Mop-36 Untreate,1,Weekly,3,,Monthly,,,,,
394,313738,74000304,Mat-Graphic-3x4,1,Weekly,3,,Monthly,,,,,
395,270643,74000406,Mat-Graphic-4x6,1,Weekly,3,,Monthly,,,,,
396,287563,74000406,Mat-Graphic-4x6,1,Weekly,3,,Monthly,,,,,
397,288459,74000406,Mat-Graphic-4x6,1,Weekly,3,,Monthly,,,,,
398,313738,74000406,Mat-Graphic-4x6,3,Weekly,3,,Monthly,,,,,
399,315785,74000406,Mat-Graphic-4x6,3,Weekly,3,,Monthly,,,,,
400,249712,76000000,Mat-Custom-Logo     ,2,Weekly,3,,Monthly,,,,,
401,288459,76000000,Mat-Custom-Logo     ,1,Weekly,3,,Monthly,,,,,
402,311095,76000000,Mat-Custom-Logo     ,1,Weekly,3,,Monthly,,,,,
403,315785,76060304,MAT-NY/RB-CH RED-3X4,3,Weekly,3,,Monthly,,,,,
404,249712,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,3,,Monthly,,,,,
405,257407,76080304,MAT-NY/RB-OX GRY-3X4,6,Weekly,3,,Monthly,,,,,
406,287563,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,3,,Monthly,,,,,
407,287563,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,3,,Monthly,,,,,
408,257407,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,3,,Monthly,,,,,
409,285666,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,3,,Monthly,,,,,
410,287563,76080406,MAT-NY/RB-OX GRY-4X6,4,Weekly,3,,Monthly,,,,,
411,311095,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,3,,Monthly,,,,,
412,319708,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,3,,Monthly,,,,,
413,294689,87392055,CLTH-MF-AP-GREEN-12,25,Weekly,3,,Monthly,,,,,
414,249712,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,3,,Monthly,,,,,
415,273027,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,3,,Monthly,,,,,
416,299322,87399023,MOP-WET-TUBE-MF-BL-L,3,Weekly,3,,Monthly,,,,,
417,311095,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,3,,Monthly,,,,,
418,313738,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,3,,Monthly,,,,,
419,315785,87399023,MOP-WET-TUBE-MF-BL-L,4,Weekly,3,,Monthly,,,,,
420,319708,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,3,,Monthly,,,,,
421,310981,97210406,Logo Mat         Cog,4,Weekly,3,,Monthly,,,,,
422,171682,1220000,Apron-Bib-Dc-Black,20,Weekly,4,,Monthly,,,,,
423,171176,1640000,APRON-BIB-POLY-BLACK,97,Weekly,4,,Monthly,,,,,
424,268499,1640000,APRON-BIB-POLY-BLACK,10,Weekly,4,,Monthly,,,,,
425,294766,1640000,APRON-BIB-POLY-BLACK,15,Weekly,4,,Monthly,,,,,
426,299508,1640000,APRON-BIB-POLY-BLACK,20,Weekly,4,,Monthly,,,,,
427,305240,1640000,APRON-BIB-POLY-BLACK,20,Weekly,4,,Monthly,,,,,
428,305751,1640000,APRON-BIB-POLY-BLACK,20,Weekly,4,,Monthly,,,,,
429,317281,1640000,APRON-BIB-POLY-BLACK,20,Weekly,4,,Monthly,,,,,
430,305751,11100000,GRILL-PAD,25,Weekly,4,,Monthly,,,,,
431,171176,11281619,TOWEL-BARMOP-BLSTR,310,Weekly,4,,Monthly,,,,,
432,171682,11281619,TOWEL-BARMOP-BLSTR,100,Weekly,4,,Monthly,,,,,
433,256270,11281619,TOWEL-BARMOP-BLSTR,20,Weekly,4,,Monthly,,,,,
434,268499,11281619,TOWEL-BARMOP-BLSTR,50,Weekly,4,,Monthly,,,,,
435,280879,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,4,,Monthly,,,,,
436,284610,11281619,TOWEL-BARMOP-BLSTR,100,Weekly,4,,Monthly,,,,,
437,290005,11281619,TOWEL-BARMOP-BLSTR,100,Weekly,4,,Monthly,,,,,
438,294766,11281619,TOWEL-BARMOP-BLSTR,100,Weekly,4,,Monthly,,,,,
439,299508,11281619,TOWEL-BARMOP-BLSTR,60,Weekly,4,,Monthly,,,,,
440,305751,11281619,TOWEL-BARMOP-BLSTR,72,Weekly,4,,Monthly,,,,,
441,317281,11281619,TOWEL-BARMOP-BLSTR,60,Weekly,4,,Monthly,,,,,
442,268499,11421836,TOWEL-DISH,15,Weekly,4,,Monthly,,,,,
443,171176,11720000,Towel-Kitchen,50,Weekly,4,,Monthly,,,,,
444,256270,11720000,Towel-Kitchen,25,Weekly,4,,Monthly,,,,,
445,284610,11720000,Towel-Kitchen,25,Weekly,4,,Monthly,,,,,
446,299508,11720000,Towel-Kitchen,100,Weekly,4,,Monthly,,,,,
447,305240,11720000,Towel-Kitchen,250,Weekly,4,,Monthly,,,,,
448,305751,11720000,Towel-Kitchen,100,Weekly,4,,Monthly,,,,,
449,317281,11720000,Towel-Kitchen,50,Weekly,4,,Monthly,,,,,
450,280879,11920000,Towel-Steam-Bar,100,Weekly,4,,Monthly,,,,,
451,280882,11920000,Towel-Steam-Bar,80,Weekly,4,,Monthly,,,,,
452,171575,12240000,Towel-Shop-Dyed,25,Weekly,4,,Monthly,,,,,
453,267501,12240000,Towel-Shop-Dyed,50,Weekly,4,,Monthly,,,,,
454,171575,12940000,COVER-FENDER-AUTO,2,Weekly,4,,Monthly,,,,,
455,267501,12940000,COVER-FENDER-AUTO,1,Weekly,4,,Monthly,,,,,
456,280879,14200002,Twl-Micro-Grn-15x16 ,20,Weekly,4,,Monthly,,,,,
457,305455,41669525,TWL- BEAUTY STM-BLK,120,Weekly,4,,Monthly,,,,,
458,171176,44320000,LAUNDRY BAG-PVC-LG,2,Weekly,4,,Monthly,,,,,
459,171178,44320000,LAUNDRY BAG-PVC-LG,2,Weekly,4,,Monthly,,,,,
460,171575,44320000,LAUNDRY BAG-PVC-LG,1,Weekly,4,,Monthly,,,,,
461,171682,44320000,LAUNDRY BAG-PVC-LG,1,Weekly,4,,Monthly,,,,,
462,256270,44320000,LAUNDRY BAG-PVC-LG,1,Weekly,4,,Monthly,,,,,
463,280882,44320000,LAUNDRY BAG-PVC-LG,3,Weekly,4,,Monthly,,,,,
464,290005,44320000,LAUNDRY BAG-PVC-LG,1,Weekly,4,,Monthly,,,,,
465,299508,56102020,NAPKIN-BLK SPUN POLY,400,Weekly,4,,Monthly,,,,,
466,171223,70622400,Dust Mop-24 Untreate,1,Weekly,4,,Monthly,,,,,
467,280879,70622400,Dust Mop-24 Untreate,2,Weekly,4,,Monthly,,,,,
468,305240,70622400,Dust Mop-24 Untreate,1,Weekly,4,,Monthly,,,,,
469,305751,70622400,Dust Mop-24 Untreate,1,Weekly,4,,Monthly,,,,,
470,171178,70623600,Dust Mop-36 Untreate,4,Weekly,4,,Monthly,,,,,
471,171223,70623600,Dust Mop-36 Untreate,1,Weekly,4,,Monthly,,,,,
472,171682,70623600,Dust Mop-36 Untreate,1,Weekly,4,,Monthly,,,,,
473,284610,70623600,Dust Mop-36 Untreate,1,Weekly,4,,Monthly,,,,,
474,294766,70623600,Dust Mop-36 Untreate,1,Weekly,4,,Monthly,,,,,
475,280879,70626000,Dust Mop-60 Untreate,2,Weekly,4,,Monthly,,,,,
476,171223,74000304,Mat-Graphic-3x4,1,Weekly,4,,Monthly,,,,,
477,305240,74000310,Mat-Graphic-3x10    ,3,Weekly,4,,Monthly,,,,,
478,280882,74000406,Mat-Graphic-4x6,2,Weekly,4,,Monthly,,,,,
479,305240,74000406,Mat-Graphic-4x6,4,Weekly,4,,Monthly,,,,,
480,305240,74000408,Mat-Graphic-4x8     ,1,Weekly,4,,Monthly,,,,,
481,171223,76080304,MAT-NY/RB-OX GRY-3X4,3,Weekly,4,,Monthly,,,,,
482,268499,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,4,,Monthly,,,,,
483,280879,76080304,MAT-NY/RB-OX GRY-3X4,23,Weekly,4,,Monthly,,,,,
484,284610,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,4,,Monthly,,,,,
485,290005,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,4,,Monthly,,,,,
486,294766,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,4,,Monthly,,,,,
487,299508,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,4,,Monthly,,,,,
488,305751,76080304,MAT-NY/RB-OX GRY-3X4,3,Weekly,4,,Monthly,,,,,
489,171682,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,4,,Monthly,,,,,
490,280879,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,4,,Monthly,,,,,
491,284610,76080310,MAT-NY/RB-OX GRY3X10,2,Weekly,4,,Monthly,,,,,
492,294766,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,4,,Monthly,,,,,
493,305751,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,4,,Monthly,,,,,
494,268499,76080406,MAT-NY/RB-OX GRY-4X6,2,Weekly,4,,Monthly,,,,,
495,280879,76080406,MAT-NY/RB-OX GRY-4X6,4,Weekly,4,,Monthly,,,,,
496,280882,76080406,MAT-NY/RB-OX GRY-4X6,5,Weekly,4,,Monthly,,,,,
497,284610,76080406,MAT-NY/RB-OX GRY-4X6,2,Weekly,4,,Monthly,,,,,
498,294766,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,4,,Monthly,,,,,
499,256270,76120304,MAT-COFFEE,1,Weekly,4,,Monthly,,,,,
500,299508,86680305,MAT-ALL PURPOSE KL,1,Weekly,4,,Monthly,,,,,
501,284610,86940305,Mat-Kleen-Scrape-3x5,1,Weekly,4,,Monthly,,,,,
502,294766,86940305,Mat-Kleen-Scrape-3x5,1,Weekly,4,,Monthly,,,,,
503,171178,87399023,MOP-WET-TUBE-MF-BL-L,12,Weekly,4,,Monthly,,,,,
504,171223,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,4,,Monthly,,,,,
505,171682,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,4,,Monthly,,,,,
506,280879,87399023,MOP-WET-TUBE-MF-BL-L,14,Weekly,4,,Monthly,,,,,
507,284610,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,4,,Monthly,,,,,
508,290005,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,4,,Monthly,,,,,
509,294766,87399023,MOP-WET-TUBE-MF-BL-L,3,Weekly,4,,Monthly,,,,,
510,305240,87399023,MOP-WET-TUBE-MF-BL-L,6,Weekly,4,,Monthly,,,,,
511,305751,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,4,,Monthly,,,,,
512,317281,87399023,MOP-WET-TUBE-MF-BL-L,4,Weekly,4,,Monthly,,,,,
513,244165,1500000,APRON-BIB-SPUN-WHITE,15,Weekly,1,,Monthly,,,,,
514,322600,1500000,APRON-BIB-SPUN-WHITE,10,Weekly,1,,Monthly,,,,,
515,213625,1640000,APRON-BIB-POLY-BLACK,40,Weekly,1,,Monthly,,,,,
516,281066,1640000,APRON-BIB-POLY-BLACK,20,Weekly,1,,Monthly,,,,,
517,297363,1640000,APRON-BIB-POLY-BLACK,10,Weekly,1,,Monthly,,,,,
518,297363,11100000,GRILL-PAD,6,Weekly,1,,Monthly,,,,,
519,322600,11100000,GRILL-PAD,6,Weekly,1,,Monthly,,,,,
520,170411,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,1,,Monthly,,,,,
521,170444,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,1,,Monthly,,,,,
522,170458,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,1,,Monthly,,,,,
523,170461,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,1,,Monthly,,,,,
524,273694,11281619,TOWEL-BARMOP-BLSTR,80,Weekly,1,,Monthly,,,,,
525,281066,11281619,TOWEL-BARMOP-BLSTR,100,Weekly,1,,Monthly,,,,,
526,297363,11281619,TOWEL-BARMOP-BLSTR,10,Weekly,1,,Monthly,,,,,
527,305867,11281619,TOWEL-BARMOP-BLSTR,50,Weekly,1,,Monthly,,,,,
528,310980,11281619,TOWEL-BARMOP-BLSTR,120,Weekly,1,,Monthly,,,,,
529,320866,11281619,TOWEL-BARMOP-BLSTR,60,Weekly,1,,Monthly,,,,,
530,322600,11281619,TOWEL-BARMOP-BLSTR,60,Weekly,1,,Monthly,,,,,
531,213625,11300250,Towel-Bar-Mop-Bagged,75,Weekly,1,,Monthly,,,,,
532,213626,11300250,Towel-Bar-Mop-Bagged,50,Weekly,1,,Monthly,,,,,
533,213627,11300250,Towel-Bar-Mop-Bagged,70,Weekly,1,,Monthly,,,,,
534,213628,11300250,Towel-Bar-Mop-Bagged,125,Weekly,1,,Monthly,,,,,
535,244165,11300250,Towel-Bar-Mop-Bagged,30,Weekly,1,,Monthly,,,,,
536,281066,11421836,TOWEL-DISH,50,Weekly,1,,Monthly,,,,,
537,314964,11601837,TOWEL-FACE,40,Weekly,1,,Monthly,,,,,
538,244165,11720000,Towel-Kitchen,30,Weekly,1,,Monthly,,,,,
539,265576,11720000,Towel-Kitchen,75,Weekly,1,,Monthly,,,,,
540,281062,11720000,Towel-Kitchen,25,Weekly,1,,Monthly,,,,,
541,281066,11720000,Towel-Kitchen,100,Weekly,1,,Monthly,,,,,
542,297363,11720000,Towel-Kitchen,25,Weekly,1,,Monthly,,,,,
543,171172,11920000,Towel-Steam-Bar,20,Weekly,1,,Monthly,,,,,
544,171172,12240000,Towel-Shop-Dyed,150,Weekly,1,,Monthly,,,,,
545,171197,12240000,Towel-Shop-Dyed,10,Weekly,1,,Monthly,,,,,
546,281062,12240000,Towel-Shop-Dyed,25,Weekly,1,,Monthly,,,,,
547,295027,12240000,Towel-Shop-Dyed,250,Weekly,1,,Monthly,,,,,
548,308982,12240000,Towel-Shop-Dyed,150,Weekly,1,,Monthly,,,,,
549,171172,12940000,COVER-FENDER-AUTO,2,Weekly,1,,Monthly,,,,,
550,295027,12940000,COVER-FENDER-AUTO,2,Weekly,1,,Monthly,,,,,
551,308982,12940000,COVER-FENDER-AUTO,10,Weekly,1,,Monthly,,,,,
552,265576,14200001,TWL-MICRO-BLUE-15X16,20,Weekly,1,,Monthly,,,,,
553,281062,14200002,Twl-Micro-Grn-15x16 ,25,Weekly,1,,Monthly,,,,,
554,281066,14200002,Twl-Micro-Grn-15x16 ,25,Weekly,1,,Monthly,,,,,
555,273694,40304234,SLIP-P-42X36,24,Weekly,1,,Monthly,,,,,
556,314964,40304234,SLIP-P-42X36,24,Weekly,1,,Monthly,,,,,
557,246320,40766615,SHEET-SNGL-DC-66X115,25,Weekly,1,,Monthly,,,,,
558,314964,40766615,SHEET-SNGL-DC-66X115,60,Weekly,1,,Monthly,,,,,
559,273694,40789015,SHEET-90-QUEEN-D/C,24,Weekly,1,,Monthly,,,,,
560,273694,41340000,Towel-Bath-Jumbo,24,Weekly,1,,Monthly,,,,,
561,310980,41340000,Towel-Bath-Jumbo,20,Weekly,1,,Monthly,,,,,
562,273694,41820000,WASH CLOTH,24,Weekly,1,,Monthly,,,,,
563,297937,70402032,MOP-WET-TB-MF-BL-XL,1,Weekly,1,,Monthly,,,,,
564,213628,70544200,Dust Mop-42         ,10,Weekly,1,,Monthly,,,,,
565,281066,70622400,Dust Mop-24 Untreate,2,Weekly,1,,Monthly,,,,,
566,297937,70622400,Dust Mop-24 Untreate,1,Weekly,1,,Monthly,,,,,
567,320866,70623600,Dust Mop-36 Untreate,1,Weekly,1,,Monthly,,,,,
568,305867,74000406,Mat-Graphic-4x6,1,Weekly,1,,Monthly,,,,,
569,310980,74880304,Mat-Logo-3x4        ,1,Weekly,1,,Monthly,,,,,
570,171172,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
571,244165,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,1,,Monthly,,,,,
572,251709,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
573,265576,76080304,MAT-NY/RB-OX GRY-3X4,3,Weekly,1,,Monthly,,,,,
574,295027,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
575,297937,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
576,308982,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,1,,Monthly,,,,,
577,322600,76080304,MAT-NY/RB-OX GRY-3X4,3,Weekly,1,,Monthly,,,,,
578,171172,76080310,MAT-NY/RB-OX GRY3X10,2,Weekly,1,,Monthly,,,,,
579,297937,76080310,MAT-NY/RB-OX GRY3X10,3,Weekly,1,,Monthly,,,,,
580,320866,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,1,,Monthly,,,,,
581,170458,76080406,MAT-NY/RB-OX GRY-4X6,2,Weekly,1,,Monthly,,,,,
582,171172,76080406,MAT-NY/RB-OX GRY-4X6,2,Weekly,1,,Monthly,,,,,
583,244165,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
584,251709,76080406,MAT-NY/RB-OX GRY-4X6,4,Weekly,1,,Monthly,,,,,
585,320866,76080406,MAT-NY/RB-OX GRY-4X6,3,Weekly,1,,Monthly,,,,,
586,295027,76140304,MAT-NYL/RUBR-SAFETY,1,Weekly,1,,Monthly,,,,,
587,308982,76140304,MAT-NYL/RUBR-SAFETY,2,Weekly,1,,Monthly,,,,,
588,251709,76280406,MAT-OXF GRY-MHL-4X6,1,Weekly,1,,Monthly,,,,,
589,295027,80121100,TOWEL-ROLL-WHITE-LRG,5,Weekly,1,,Monthly,,,,,
590,171172,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,1,,Monthly,,,,,
591,244165,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,1,,Monthly,,,,,
592,281066,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,1,,Monthly,,,,,
593,305867,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,1,,Monthly,,,,,
594,310980,87399023,MOP-WET-TUBE-MF-BL-L,7,Weekly,1,,Monthly,,,,,
595,320866,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,1,,Monthly,,,,,
596,322600,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,1,,Monthly,,,,,
597,273694,94030000,Hosp-Blkt-Flnhb-Sand,7,Weekly,1,,Monthly,,,,,
598,274954,1640000,APRON-BIB-POLY-BLACK,30,Weekly,4,,Monthly,,,,,
599,274954,11281619,TOWEL-BARMOP-BLSTR,150,Weekly,4,,Monthly,,,,,
600,273930,11601837,TOWEL-FACE,120,Weekly,4,,Monthly,,,,,
601,273930,41282450,TOWEL-BATH-DLX-24X50,140,Weekly,4,,Monthly,,,,,
602,274952,87399054,CLTH-MF-AP-YELLOW-16,400,Weekly,4,,Monthly,,,,,
603,273930,94020000,BLANKET-BATH,90,Weekly,4,,Monthly,,,,,
604,273930,94030000,Hosp-Blkt-Flnhb-Sand,50,Weekly,4,,Monthly,,,,,
605,273930,94700000,Pillow Case - Hosp,350,Weekly,4,,Monthly,,,,,
606,273930,94776615,Sheet-Sngle-Hlthcare,70,Weekly,4,,Monthly,,,,,
607,273930,94778237,Sht-Knit-Contour-Wh,25,Weekly,4,,Monthly,,,,,
608,273930,94980000,Washcloth-Hospital,1200,Weekly,4,,Monthly,,,,,
609,273930,95120000,GOWN-IV-PRINT,80,Weekly,4,,Monthly,,,,,
