id,CustomerNumber,item_id,description,quantity_used,delivery_frequency,delivery_day,billing_type,billing_frequency,customer_price,unit_price,billing_percentage,auto_soil_count,last_delivery_date
610,191360,1640000,APRON-BIB-POLY-BLACK,30,Weekly,1,,Monthly,,,,,
611,309166,1640000,APRON-BIB-POLY-BLACK,10,Weekly,1,,Monthly,,,,,
612,320902,1640000,APRON-BIB-POLY-BLACK,40,Weekly,1,,Monthly,,,,,
613,191360,11100000,GRILL-PAD,20,Weekly,1,,Monthly,,,,,
614,295409,11100000,GRILL-PAD,7,Weekly,1,,Monthly,,,,,
615,309166,11100000,GRILL-PAD,30,Weekly,1,,Monthly,,,,,
616,191360,11281619,TOWEL-BARMOP-BLSTR,120,Weekly,1,,Monthly,,,,,
617,227908,11281619,TOWEL-BARMOP-BLSTR,160,Weekly,1,,Monthly,,,,,
618,274378,11281619,TOWEL-BARMOP-BLSTR,100,Weekly,1,,Monthly,,,,,
619,280322,11281619,TOWEL-BARMOP-BLSTR,20,Weekly,1,,Monthly,,,,,
620,285690,11281619,TOWEL-BARMOP-BLSTR,120,Weekly,1,,Monthly,,,,,
621,295409,11281619,TOWEL-BARMOP-BLSTR,20,Weekly,1,,Monthly,,,,,
622,298852,11281619,TOWEL-BARMOP-BLSTR,20,Weekly,1,,Monthly,,,,,
623,309166,11281619,TOWEL-BARMOP-BLSTR,80,Weekly,1,,Monthly,,,,,
624,314951,11281619,TOWEL-BARMOP-BLSTR,20,Weekly,1,,Monthly,,,,,
625,320902,11281619,TOWEL-BARMOP-BLSTR,140,Weekly,1,,Monthly,,,,,
626,191360,11720000,Towel-Kitchen,75,Weekly,1,,Monthly,,,,,
627,218696,11720000,Towel-Kitchen,25,Weekly,1,,Monthly,,,,,
628,280322,11720000,Towel-Kitchen,75,Weekly,1,,Monthly,,,,,
629,295409,11720000,Towel-Kitchen,25,Weekly,1,,Monthly,,,,,
630,298852,11720000,Towel-Kitchen,25,Weekly,1,,Monthly,,,,,
631,309166,11720000,Towel-Kitchen,75,Weekly,1,,Monthly,,,,,
632,311254,12221818,Towel-Shop-Blue,50,Weekly,1,,Monthly,,,,,
633,322069,12221818,Towel-Shop-Blue,500,Weekly,1,,Monthly,,,,,
634,171215,12240000,Towel-Shop-Dyed,50,Weekly,1,,Monthly,,,,,
635,257379,12240000,Towel-Shop-Dyed,50,Weekly,1,,Monthly,,,,,
636,261699,12240000,Towel-Shop-Dyed,150,Weekly,1,,Monthly,,,,,
637,264236,12240000,Towel-Shop-Dyed,150,Weekly,1,,Monthly,,,,,
638,308981,12240000,Towel-Shop-Dyed,300,Weekly,1,,Monthly,,,,,
639,314459,12240000,Towel-Shop-Dyed,50,Weekly,1,,Monthly,,,,,
640,316033,12240000,Towel-Shop-Dyed,200,Weekly,1,,Monthly,,,,,
641,317008,12240000,Towel-Shop-Dyed,100,Weekly,1,,Monthly,,,,,
642,317298,12240000,Towel-Shop-Dyed,50,Weekly,1,,Monthly,,,,,
643,318289,12240000,Towel-Shop-Dyed,100,Weekly,1,,Monthly,,,,,
644,317008,12301818,TOWEL-SHOP-WHITE,150,Weekly,1,,Monthly,,,,,
645,322069,12900000,COVER-SEAT-AUTO,4,Weekly,1,,Monthly,,,,,
646,218696,14200002,Twl-Micro-Grn-15x16 ,50,Weekly,1,,Monthly,,,,,
647,227908,14200002,Twl-Micro-Grn-15x16 ,50,Weekly,1,,Monthly,,,,,
648,264236,14200002,Twl-Micro-Grn-15x16 ,25,Weekly,1,,Monthly,,,,,
649,303441,14200002,Twl-Micro-Grn-15x16 ,30,Weekly,1,,Monthly,,,,,
650,318789,14200002,Twl-Micro-Grn-15x16 ,200,Weekly,1,,Monthly,,,,,
651,257379,41340000,Towel-Bath-Jumbo,12,Weekly,1,,Monthly,,,,,
652,320902,70622400,Dust Mop-24 Untreate,1,Weekly,1,,Monthly,,,,,
653,170698,70623600,Dust Mop-36 Untreate,1,Weekly,1,,Monthly,,,,,
654,279644,70623600,Dust Mop-36 Untreate,1,Weekly,1,,Monthly,,,,,
655,285690,70623600,Dust Mop-36 Untreate,2,Weekly,1,,Monthly,,,,,
656,303441,70623600,Dust Mop-36 Untreate,6,Weekly,1,,Monthly,,,,,
657,320902,70623600,Dust Mop-36 Untreate,1,Weekly,1,,Monthly,,,,,
658,280322,70624200,Dust Mop-42 Untreate,1,Weekly,1,,Monthly,,,,,
659,303441,70701800,"MICRO F MOP-18""",25,Weekly,1,,Monthly,,,,,
660,264236,70742400,WET MOP-LARGE,2,Weekly,1,,Monthly,,,,,
661,285690,70752400,Wet Mop-Blue-Large  ,4,Weekly,1,,Monthly,,,,,
662,170698,76080304,MAT-NY/RB-OX GRY-3X4,4,Weekly,1,,Monthly,,,,,
663,191360,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
664,209405,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
665,227908,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
666,257379,76080304,MAT-NY/RB-OX GRY-3X4,4,Weekly,1,,Monthly,,,,,
667,264236,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
668,291360,76080304,MAT-NY/RB-OX GRY-3X4,5,Weekly,1,,Monthly,,,,,
669,298852,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
670,308981,76080304,MAT-NY/RB-OX GRY-3X4,3,Weekly,1,,Monthly,,,,,
671,317298,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,1,,Monthly,,,,,
672,170698,76080310,MAT-NY/RB-OX GRY3X10,2,Weekly,1,,Monthly,,,,,
673,171215,76080310,MAT-NY/RB-OX GRY3X10,2,Weekly,1,,Monthly,,,,,
674,209405,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,1,,Monthly,,,,,
675,242166,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,1,,Monthly,,,,,
676,279644,76080310,MAT-NY/RB-OX GRY3X10,5,Weekly,1,,Monthly,,,,,
677,291360,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,1,,Monthly,,,,,
678,308981,76080310,MAT-NY/RB-OX GRY3X10,2,Weekly,1,,Monthly,,,,,
679,314951,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,1,,Monthly,,,,,
680,320902,76080310,MAT-NY/RB-OX GRY3X10,2,Weekly,1,,Monthly,,,,,
681,322069,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,1,,Monthly,,,,,
682,170698,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
683,191360,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
684,209405,76080406,MAT-NY/RB-OX GRY-4X6,2,Weekly,1,,Monthly,,,,,
685,225428,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
686,227908,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
687,242166,76080406,MAT-NY/RB-OX GRY-4X6,3,Weekly,1,,Monthly,,,,,
688,257379,76080406,MAT-NY/RB-OX GRY-4X6,2,Weekly,1,,Monthly,,,,,
689,279644,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
690,291360,76080406,MAT-NY/RB-OX GRY-4X6,10,Weekly,1,,Monthly,,,,,
691,303441,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
692,308981,76080406,MAT-NY/RB-OX GRY-4X6,2,Weekly,1,,Monthly,,,,,
693,309166,76080406,MAT-NY/RB-OX GRY-4X6,2,Weekly,1,,Monthly,,,,,
694,313288,76080406,MAT-NY/RB-OX GRY-4X6,3,Weekly,1,,Monthly,,,,,
695,314459,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
696,317298,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
697,318289,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,1,,Monthly,,,,,
698,320902,76080406,MAT-NY/RB-OX GRY-4X6,2,Weekly,1,,Monthly,,,,,
699,322069,76080406,MAT-NY/RB-OX GRY-4X6,4,Weekly,1,,Monthly,,,,,
700,291360,76280406,MAT-OXF GRY-MHL-4X6,2,Weekly,1,,Monthly,,,,,
701,261699,80101100,TOWEL-ROLL-BLUE-LRG,1,Weekly,1,,Monthly,,,,,
702,317008,80101100,TOWEL-ROLL-BLUE-LRG,8,Weekly,1,,Monthly,,,,,
703,191360,87399023,MOP-WET-TUBE-MF-BL-L,3,Weekly,1,,Monthly,,,,,
704,218696,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,1,,Monthly,,,,,
705,274378,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,1,,Monthly,,,,,
706,279644,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,1,,Monthly,,,,,
707,280322,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,1,,Monthly,,,,,
708,309166,87399023,MOP-WET-TUBE-MF-BL-L,4,Weekly,1,,Monthly,,,,,
709,320902,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,1,,Monthly,,,,,
710,314951,94020000,BLANKET-BATH,5,Weekly,1,,Monthly,,,,,
711,314951,95150000,Gown-Patient-Print,20,Weekly,1,,Monthly,,,,,
712,213537,1640000,APRON-BIB-POLY-BLACK,35,Weekly,5,,Monthly,,,,,
713,171031,11100000,GRILL-PAD,14,Weekly,5,,Monthly,,,,,
714,171031,11281619,TOWEL-BARMOP-BLSTR,140,Weekly,5,,Monthly,,,,,
715,229548,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,5,,Monthly,,,,,
716,256879,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,5,,Monthly,,,,,
717,268785,11281619,TOWEL-BARMOP-BLSTR,60,Weekly,5,,Monthly,,,,,
718,213539,11300250,Towel-Bar-Mop-Bagged,50,Weekly,5,,Monthly,,,,,
719,213540,11300250,Towel-Bar-Mop-Bagged,50,Weekly,5,,Monthly,,,,,
720,214014,11300250,Towel-Bar-Mop-Bagged,50,Weekly,5,,Monthly,,,,,
721,257406,11601837,TOWEL-FACE,20,Weekly,5,,Monthly,,,,,
722,272039,11601837,TOWEL-FACE,10,Weekly,5,,Monthly,,,,,
723,307436,11601837,TOWEL-FACE,80,Weekly,5,,Monthly,,,,,
724,213538,11720000,Towel-Kitchen,100,Weekly,5,,Monthly,,,,,
725,268785,11720000,Towel-Kitchen,50,Weekly,5,,Monthly,,,,,
726,300732,11720000,Towel-Kitchen,50,Weekly,5,,Monthly,,,,,
727,303839,12221818,Towel-Shop-Blue,150,Weekly,5,,Monthly,,,,,
728,257406,12240000,Towel-Shop-Dyed,20,Weekly,5,,Monthly,,,,,
729,300732,12240000,Towel-Shop-Dyed,50,Weekly,5,,Monthly,,,,,
730,320726,12240000,Towel-Shop-Dyed,125,Weekly,5,,Monthly,,,,,
731,279032,12301818,TOWEL-SHOP-WHITE,100,Weekly,5,,Monthly,,,,,
732,317649,12701526,TOWEL-WINDSHIELD,25,Weekly,5,,Monthly,,,,,
733,300732,12940000,COVER-FENDER-AUTO,4,Weekly,5,,Monthly,,,,,
734,303839,12940000,COVER-FENDER-AUTO,4,Weekly,5,,Monthly,,,,,
735,320726,12940000,COVER-FENDER-AUTO,8,Weekly,5,,Monthly,,,,,
736,296107,40304234,SLIP-P-42X36,10,Weekly,5,,Monthly,,,,,
737,296107,40766615,SHEET-SNGL-DC-66X115,30,Weekly,5,,Monthly,,,,,
738,307436,40766615,SHEET-SNGL-DC-66X115,20,Weekly,5,,Monthly,,,,,
739,257406,41082030,BATH MAT-WHITE,20,Weekly,5,,Monthly,,,,,
740,257406,41340000,Towel-Bath-Jumbo,30,Weekly,5,,Monthly,,,,,
741,269430,41669525,TWL- BEAUTY STM-BLK,100,Weekly,5,,Monthly,,,,,
742,315612,41669525,TWL- BEAUTY STM-BLK,40,Weekly,5,,Monthly,,,,,
743,257406,41820000,WASH CLOTH,20,Weekly,5,,Monthly,,,,,
744,229548,53505272,Cloth-P-White-54x72 ,10,Weekly,5,,Monthly,,,,,
745,213538,70544200,Dust Mop-42         ,10,Weekly,5,,Monthly,,,,,
746,257406,70623600,Dust Mop-36 Untreate,1,Weekly,5,,Monthly,,,,,
747,269430,70623600,Dust Mop-36 Untreate,1,Weekly,5,,Monthly,,,,,
748,225430,74000000,Mat-Custom-Graphic  ,2,Weekly,5,,Monthly,,,,,
749,318794,74000304,Mat-Graphic-3x4,3,Weekly,5,,Monthly,,,,,
750,300732,74000406,Mat-Graphic-4x6,1,Weekly,5,,Monthly,,,,,
751,309354,74000406,Mat-Graphic-4x6,1,Weekly,5,,Monthly,,,,,
752,314385,74000406,Mat-Graphic-4x6,2,Weekly,5,,Monthly,,,,,
753,317649,74000406,Mat-Graphic-4x6,1,Weekly,5,,Monthly,,,,,
754,318794,74000406,Mat-Graphic-4x6,2,Weekly,5,,Monthly,,,,,
755,320726,74000406,Mat-Graphic-4x6,1,Weekly,5,,Monthly,,,,,
756,322380,74000406,Mat-Graphic-4x6,1,Weekly,5,,Monthly,,,,,
757,269430,76000000,Mat-Custom-Logo     ,2,Weekly,5,,Monthly,,,,,
758,277796,76000000,Mat-Custom-Logo     ,1,Weekly,5,,Monthly,,,,,
759,171031,76060304,MAT-NY/RB-CH RED-3X4,1,Weekly,5,,Monthly,,,,,
760,229548,76060304,MAT-NY/RB-CH RED-3X4,1,Weekly,5,,Monthly,,,,,
761,229548,76060310,MAT-NY/RB-CH RED3X10,1,Weekly,5,,Monthly,,,,,
762,171031,76070304,MAT-NY/RB-HNYCMB-3X4,2,Weekly,5,,Monthly,,,,,
763,257406,76070304,MAT-NY/RB-HNYCMB-3X4,2,Weekly,5,,Monthly,,,,,
764,256879,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,5,,Monthly,,,,,
765,257406,76080304,MAT-NY/RB-OX GRY-3X4,5,Weekly,5,,Monthly,,,,,
766,277796,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,5,,Monthly,,,,,
767,279032,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,5,,Monthly,,,,,
768,299451,76080304,MAT-NY/RB-OX GRY-3X4,2,Weekly,5,,Monthly,,,,,
769,314385,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,5,,Monthly,,,,,
770,320726,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,5,,Monthly,,,,,
771,223803,76080310,MAT-NY/RB-OX GRY3X10,2,Weekly,5,,Monthly,,,,,
772,225430,76080310,MAT-NY/RB-OX GRY3X10,2,Weekly,5,,Monthly,,,,,
773,279032,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,5,,Monthly,,,,,
774,318794,76080310,MAT-NY/RB-OX GRY3X10,2,Weekly,5,,Monthly,,,,,
775,225430,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,5,,Monthly,,,,,
776,256879,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,5,,Monthly,,,,,
777,257406,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,5,,Monthly,,,,,
778,317649,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,5,,Monthly,,,,,
779,322380,76080406,MAT-NY/RB-OX GRY-4X6,1,Weekly,5,,Monthly,,,,,
780,320726,76140304,MAT-NYL/RUBR-SAFETY,1,Weekly,5,,Monthly,,,,,
781,256879,76280310,MAT-OXF GRY-MHL-3X10,3,Weekly,5,,Monthly,,,,,
782,272039,76280406,MAT-OXF GRY-MHL-4X6,1,Weekly,5,,Monthly,,,,,
783,278085,76280406,MAT-OXF GRY-MHL-4X6,1,Weekly,5,,Monthly,,,,,
784,294476,76280406,MAT-OXF GRY-MHL-4X6,4,Weekly,5,,Monthly,,,,,
785,277796,80101100,TOWEL-ROLL-BLUE-LRG,1,Weekly,5,,Monthly,,,,,
786,303839,80121100,TOWEL-ROLL-WHITE-LRG,1,Weekly,5,,Monthly,,,,,
787,229548,87399023,MOP-WET-TUBE-MF-BL-L,2,Weekly,5,,Monthly,,,,,
788,256879,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,5,,Monthly,,,,,
789,268785,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,5,,Monthly,,,,,
790,303839,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,5,,Monthly,,,,,
791,320726,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,5,,Monthly,,,,,
792,218695,94020000,BLANKET-BATH,4,Weekly,5,,Monthly,,,,,
793,272039,94020000,BLANKET-BATH,27,Weekly,5,,Monthly,,,,,
794,278085,95150000,Gown-Patient-Print,70,Weekly,5,,Monthly,,,,,
795,278085,95170000,Plus Gown,2,Weekly,5,,Monthly,,,,,
796,215801,1500000,APRON-BIB-SPUN-WHITE,100,Weekly,2,,Monthly,,,,,
797,321728,7244000,Hyperbaric-Pat-Gown,10,Weekly,2,,Monthly,,,,,
798,321728,7244234,Hyperbaric-Plw Slip,20,Weekly,2,,Monthly,,,,,
799,321728,7246604,Hyperbaric-Twin Sht,55,Weekly,2,,Monthly,,,,,
800,321728,7247090,Hyperbaric-Bath Blnk,20,Weekly,2,,Monthly,,,,,
801,283743,11100000,GRILL-PAD,100,Weekly,2,,Monthly,,,,,
802,267378,11281619,TOWEL-BARMOP-BLSTR,60,Weekly,2,,Monthly,,,,,
803,320844,11281619,TOWEL-BARMOP-BLSTR,20,Weekly,2,,Monthly,,,,,
804,283743,11421836,TOWEL-DISH,100,Weekly,2,,Monthly,,,,,
805,285331,11601837,TOWEL-FACE,40,Weekly,2,,Monthly,,,,,
806,245341,14200003,TWL-MICRO-YLW-15X16,20,Weekly,2,,Monthly,,,,,
807,251567,14200003,TWL-MICRO-YLW-15X16,20,Weekly,2,,Monthly,,,,,
808,262225,14200003,TWL-MICRO-YLW-15X16,20,Weekly,2,,Monthly,,,,,
809,321515,14200003,TWL-MICRO-YLW-15X16,20,Weekly,2,,Monthly,,,,,
810,321728,14200003,TWL-MICRO-YLW-15X16,10,Weekly,2,,Monthly,,,,,
811,245341,40304234,SLIP-P-42X36,50,Weekly,2,,Monthly,,,,,
812,251567,40304234,SLIP-P-42X36,50,Weekly,2,,Monthly,,,,,
813,262225,40304234,SLIP-P-42X36,50,Weekly,2,,Monthly,,,,,
814,245341,40766615,SHEET-SNGL-DC-66X115,30,Weekly,2,,Monthly,,,,,
815,251567,40766615,SHEET-SNGL-DC-66X115,60,Weekly,2,,Monthly,,,,,
816,262225,40766615,SHEET-SNGL-DC-66X115,30,Weekly,2,,Monthly,,,,,
817,301105,40766615,SHEET-SNGL-DC-66X115,80,Weekly,2,,Monthly,,,,,
818,245341,41340000,Towel-Bath-Jumbo,60,Weekly,2,,Monthly,,,,,
819,251567,41340000,Towel-Bath-Jumbo,60,Weekly,2,,Monthly,,,,,
820,262225,41340000,Towel-Bath-Jumbo,20,Weekly,2,,Monthly,,,,,
821,321728,41340000,Towel-Bath-Jumbo,5,Weekly,2,,Monthly,,,,,
822,245341,41820000,WASH CLOTH,50,Weekly,2,,Monthly,,,,,
823,251567,41820000,WASH CLOTH,50,Weekly,2,,Monthly,,,,,
824,262225,41820000,WASH CLOTH,150,Weekly,2,,Monthly,,,,,
825,321728,41820000,WASH CLOTH,15,Weekly,2,,Monthly,,,,,
826,251567,44300000,LNDRY BG-BIO HAZ-YLW,15,Weekly,2,,Monthly,,,,,
827,262225,44300000,LNDRY BG-BIO HAZ-YLW,15,Weekly,2,,Monthly,,,,,
828,215801,52365252,Cloth-P-Burgndy52x52,10,Weekly,2,,Monthly,,,,,
829,215801,53505212,Cloth-P-White-54x120,10,Weekly,2,,Monthly,,,,,
830,215801,53508585,Cloth-P-White-85x85 ,10,Weekly,2,,Monthly,,,,,
831,215801,56432020,Napkin-Caravl-Maroon,100,Weekly,2,,Monthly,,,,,
832,320844,70622400,Dust Mop-24 Untreate,1,Weekly,2,,Monthly,,,,,
833,245341,70701800,"MICRO F MOP-18""",20,Weekly,2,,Monthly,,,,,
834,262225,70701800,"MICRO F MOP-18""",20,Weekly,2,,Monthly,,,,,
835,300757,70701800,"MICRO F MOP-18""",470,Weekly,2,,Monthly,,,,,
836,235213,74000000,Mat-Custom-Graphic  ,2,Weekly,2,,Monthly,,,,,
837,321515,74000406,Mat-Graphic-4x6,1,Weekly,2,,Monthly,,,,,
838,235213,76080304,MAT-NY/RB-OX GRY-3X4,13,Weekly,2,,Monthly,,,,,
839,294319,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,2,,Monthly,,,,,
840,320844,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,2,,Monthly,,,,,
841,321515,76080304,MAT-NY/RB-OX GRY-3X4,1,Weekly,2,,Monthly,,,,,
842,235213,76080310,MAT-NY/RB-OX GRY3X10,7,Weekly,2,,Monthly,,,,,
843,321515,76080310,MAT-NY/RB-OX GRY3X10,1,Weekly,2,,Monthly,,,,,
844,235213,76080406,MAT-NY/RB-OX GRY-4X6,8,Weekly,2,,Monthly,,,,,
845,294319,76080406,MAT-NY/RB-OX GRY-4X6,3,Weekly,2,,Monthly,,,,,
846,320844,76080406,MAT-NY/RB-OX GRY-4X6,2,Weekly,2,,Monthly,,,,,
847,235213,76280310,MAT-OXF GRY-MHL-3X10,4,Weekly,2,,Monthly,,,,,
848,235213,76280406,MAT-OXF GRY-MHL-4X6,2,Weekly,2,,Monthly,,,,,
849,267378,87399022,Mop-Wet-Tube-Mf-Bl-M,1,Weekly,2,,Monthly,,,,,
850,320844,87399023,MOP-WET-TUBE-MF-BL-L,1,Weekly,2,,Monthly,,,,,
851,245341,87399025,MOP-WET-TUBE-MF-GR-L,35,Weekly,2,,Monthly,,,,,
852,262225,87399025,MOP-WET-TUBE-MF-GR-L,25,Weekly,2,,Monthly,,,,,
853,283743,87399025,MOP-WET-TUBE-MF-GR-L,25,Weekly,2,,Monthly,,,,,
854,321515,87399025,MOP-WET-TUBE-MF-GR-L,3,Weekly,2,,Monthly,,,,,
855,245341,94020000,BLANKET-BATH,60,Weekly,2,,Monthly,,,,,
856,251567,94020000,BLANKET-BATH,80,Weekly,2,,Monthly,,,,,
857,262225,94020000,BLANKET-BATH,80,Weekly,2,,Monthly,,,,,
858,245341,94650000,Towel-Surgical      ,50,Weekly,2,,Monthly,,,,,
859,251567,94650000,Towel-Surgical      ,50,Weekly,2,,Monthly,,,,,
860,262225,94650000,Towel-Surgical      ,50,Weekly,2,,Monthly,,,,,
861,245341,94740000,Sheet-Draw - Hosp,20,Weekly,2,,Monthly,,,,,
862,245341,94790000,Sheet-Semi Fit Top,25,Weekly,2,,Monthly,,,,,
863,262225,94790000,Sheet-Semi Fit Top,25,Weekly,2,,Monthly,,,,,
864,245341,94910000,Pad-Incont-Hospital,20,Weekly,2,,Monthly,,,,,
865,245341,95120000,GOWN-IV-PRINT,20,Weekly,2,,Monthly,,,,,
866,262225,95120000,GOWN-IV-PRINT,30,Weekly,2,,Monthly,,,,,
867,251567,95150000,Gown-Patient-Print,60,Weekly,2,,Monthly,,,,,
868,313350,95150000,Gown-Patient-Print,10,Weekly,2,,Monthly,,,,,
869,321515,95150000,Gown-Patient-Print,10,Weekly,2,,Monthly,,,,,
870,225431,97210406,Logo Mat         Cog,2,Weekly,2,,Monthly,,,,,
871,170751,1640000,APRON-BIB-POLY-BLACK,20,Weekly,3,,Monthly,,,,,
872,202491,1640000,APRON-BIB-POLY-BLACK,5,Weekly,3,,Monthly,,,,,
873,264538,1640000,APRON-BIB-POLY-BLACK,20,Weekly,3,,Monthly,,,,,
874,266275,1640000,APRON-BIB-POLY-BLACK,40,Weekly,3,,Monthly,,,,,
875,266285,1640000,APRON-BIB-POLY-BLACK,100,Weekly,3,,Monthly,,,,,
876,314386,1640000,APRON-BIB-POLY-BLACK,5,Weekly,3,,Monthly,,,,,
877,319338,1640000,APRON-BIB-POLY-BLACK,100,Weekly,3,,Monthly,,,,,
878,322340,1640000,APRON-BIB-POLY-BLACK,10,Weekly,3,,Monthly,,,,,
879,170751,11100000,GRILL-PAD,5,Weekly,3,,Monthly,,,,,
880,202491,11100000,GRILL-PAD,10,Weekly,3,,Monthly,,,,,
881,322340,11100000,GRILL-PAD,10,Weekly,3,,Monthly,,,,,
882,170682,11281619,TOWEL-BARMOP-BLSTR,80,Weekly,3,,Monthly,,,,,
883,170751,11281619,TOWEL-BARMOP-BLSTR,20,Weekly,3,,Monthly,,,,,
884,170805,11281619,TOWEL-BARMOP-BLSTR,20,Weekly,3,,Monthly,,,,,
885,202491,11281619,TOWEL-BARMOP-BLSTR,25,Weekly,3,,Monthly,,,,,
886,220637,11281619,TOWEL-BARMOP-BLSTR,140,Weekly,3,,Monthly,,,,,
887,264538,11281619,TOWEL-BARMOP-BLSTR,120,Weekly,3,,Monthly,,,,,
888,265609,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,3,,Monthly,,,,,
889,266275,11281619,TOWEL-BARMOP-BLSTR,140,Weekly,3,,Monthly,,,,,
890,266285,11281619,TOWEL-BARMOP-BLSTR,180,Weekly,3,,Monthly,,,,,
891,309228,11281619,TOWEL-BARMOP-BLSTR,128,Weekly,3,,Monthly,,,,,
892,314386,11281619,TOWEL-BARMOP-BLSTR,40,Weekly,3,,Monthly,,,,,
893,319122,11281619,TOWEL-BARMOP-BLSTR,80,Weekly,3,,Monthly,,,,,
894,319338,11281619,TOWEL-BARMOP-BLSTR,200,Weekly,3,,Monthly,,,,,
895,321012,11281619,TOWEL-BARMOP-BLSTR,140,Weekly,3,,Monthly,,,,,
896,322340,11281619,TOWEL-BARMOP-BLSTR,100,Weekly,3,,Monthly,,,,,
897,257408,11601837,TOWEL-FACE,16,Weekly,3,,Monthly,,,,,
898,293733,11601837,TOWEL-FACE,140,Weekly,3,,Monthly,,,,,
899,170682,11720000,Towel-Kitchen,75,Weekly,3,,Monthly,,,,,
900,170751,11720000,Towel-Kitchen,25,Weekly,3,,Monthly,,,,,
901,202491,11720000,Towel-Kitchen,30,Weekly,3,,Monthly,,,,,
902,265008,11720000,Towel-Kitchen,50,Weekly,3,,Monthly,,,,,
903,266285,11720000,Towel-Kitchen,175,Weekly,3,,Monthly,,,,,
904,319338,11720000,Towel-Kitchen,300,Weekly,3,,Monthly,,,,,
905,255730,12240000,Towel-Shop-Dyed,5,Weekly,3,,Monthly,,,,,
906,263995,12240000,Towel-Shop-Dyed,58,Weekly,3,,Monthly,,,,,
907,220637,14200002,Twl-Micro-Grn-15x16 ,50,Weekly,3,,Monthly,,,,,
908,255730,14573600,SHORTS-MEN-CARGO-BLK,11,Weekly,3,,Monthly,,,,,
909,255730,14573800,SHORTS-MEN-CARGO-BLK,11,Weekly,3,,Monthly,,,,,
910,255730,14574200,SHORTS-MEN-CARGO-BLK,5,Weekly,3,,Monthly,,,,,
911,309228,17582000,Ct-Lab-Pop-W/Knit Cf,18,Weekly,3,,Monthly,,,,,
912,309228,17585000,Ct-Lab-Pop-W/Knit Cf,18,Weekly,3,,Monthly,,,,,
913,255730,21023634,Pant-Ind-Black-Flex,11,Weekly,3,,Monthly,,,,,
914,255730,21023830,Pant-Ind-Black-Flex,22,Weekly,3,,Monthly,,,,,
915,255730,21024032,Pant-Ind-Black-Flex,11,Weekly,3,,Monthly,,,,,
916,255730,21024034,Pant-Ind-Black-Flex,11,Weekly,3,,Monthly,,,,,
917,255730,21694233,PANT-FLEX-CARGO-BLK,11,Weekly,3,,Monthly,,,,,
918,255730,31794000,Sh-Motosp Sil/Blk-Ss,22,Weekly,3,,Monthly,,,,,
